date,ss,sunshine
19601128,   67,6.7
19601129,    3,0.3
19601130,    0,0
19601201,    1,0.1
19601202,   63,6.3
19601203,    0,0
19601204,    0,0
19601205,   54,5.4
19601206,    0,0
19601207,   14,1.4
19601208,    0,0
19601209,    0,0
19601210,    7,0.7
19601211,   20,2
19601212,    0,0
19601213,    0,0
19601214,    0,0
19601215,    0,0
19601216,    0,0
19601217,    0,0
19601218,    0,0
19601219,    0,0
19601220,    0,0
19601221,    2,0.2
19601222,   48,4.8
19601223,    0,0
19601224,    0,0
19601225,   11,1.1
19601226,   35,3.5
19601227,   65,6.5
19601228,    0,0
19601229,   46,4.6
19601230,   24,2.4
19601231,   55,5.5
19610101,   34,3.4
19610102,    0,0
19610103,   20,2
19610104,   11,1.1
19610105,   13,1.3
19610106,   18,1.8
19610107,   23,2.3
19610108,   56,5.6
19610109,   17,1.7
19610110,    0,0
19610111,   56,5.6
19610112,    0,0
19610113,    0,0
19610114,   27,2.7
19610115,   26,2.6
19610116,   44,4.4
19610117,    0,0
19610118,   33,3.3
19610119,    0,0
19610120,    4,0.4
19610121,    1,0.1
19610122,    0,0
19610123,    0,0
19610124,    0,0
19610125,    0,0
19610126,   25,2.5
19610127,    0,0
19610128,    5,0.5
19610129,    0,0
19610130,    2,0.2
19610131,   43,4.3
19610201,   43,4.3
19610202,    5,0.5
19610203,   52,5.2
19610204,   48,4.8
19610205,    1,0.1
19610206,   43,4.3
19610207,   71,7.1
19610208,    0,0
19610209,   68,6.8
19610210,    2,0.2
19610211,   26,2.6
19610212,    0,0
19610213,    0,0
19610214,   70,7
19610215,    0,0
19610216,    0,0
19610217,    0,0
19610218,    9,0.9
19610219,   49,4.9
19610220,   37,3.7
19610221,    0,0
19610222,    0,0
19610223,    0,0
19610224,    0,0
19610225,    7,0.7
19610226,    0,0
19610227,    0,0
19610228,   29,2.9
19610301,    5,0.5
19610302,   52,5.2
19610303,   76,7.6
19610304,   72,7.2
19610305,   94,9.4
19610306,   95,9.5
19610307,    0,0
19610308,   68,6.8
19610309,   39,3.9
19610310,   32,3.2
19610311,   69,6.9
19610312,    0,0
19610313,   14,1.4
19610314,   68,6.8
19610315,   97,9.7
19610316,   93,9.3
19610317,   94,9.4
19610318,   66,6.6
19610319,   65,6.5
19610320,    9,0.9
19610321,   70,7
19610322,   15,1.5
19610323,   30,3
19610324,  101,10.1
19610325,   77,7.7
19610326,   50,5
19610327,   80,8
19610328,   90,9
19610329,    1,0.1
19610330,   19,1.9
19610331,   26,2.6
19610401,    0,0
19610402,    9,0.9
19610403,    0,0
19610404,    1,0.1
19610405,   54,5.4
19610406,   39,3.9
19610407,    0,0
19610408,    0,0
19610409,    8,0.8
19610410,    1,0.1
19610411,   45,4.5
19610412,    5,0.5
19610413,   77,7.7
19610414,   58,5.8
19610415,   83,8.3
19610416,   22,2.2
19610417,   37,3.7
19610418,    7,0.7
19610419,   14,1.4
19610420,    9,0.9
19610421,  101,10.1
19610422,    5,0.5
19610423,   20,2
19610424,  107,10.7
19610425,    0,0
19610426,    4,0.4
19610427,    9,0.9
19610428,   16,1.6
19610429,    3,0.3
19610430,    1,0.1
19610501,    0,0
19610502,   74,7.4
19610503,   48,4.8
19610504,    0,0
19610505,   58,5.8
19610506,   19,1.9
19610507,  116,11.6
19610508,  121,12.1
19610509,   43,4.3
19610510,  102,10.2
19610511,  127,12.7
19610512,  116,11.6
19610513,  126,12.6
19610514,   80,8
19610515,   61,6.1
19610516,  128,12.8
19610517,   82,8.2
19610518,   62,6.2
19610519,    6,0.6
19610520,   51,5.1
19610521,   11,1.1
19610522,  116,11.6
19610523,   48,4.8
19610524,   24,2.4
19610525,   51,5.1
19610526,   47,4.7
19610527,  110,11
19610528,   84,8.4
19610529,   15,1.5
19610530,   99,9.9
19610531,  147,14.7
19610601,    0,0
19610602,   72,7.2
19610603,   93,9.3
19610604,   19,1.9
19610605,   53,5.3
19610606,   54,5.4
19610607,   21,2.1
19610608,   72,7.2
19610609,  109,10.9
19610610,   40,4
19610611,   27,2.7
19610612,   32,3.2
19610613,   65,6.5
19610614,   96,9.6
19610615,   78,7.8
19610616,   57,5.7
19610617,    4,0.4
19610618,   82,8.2
19610619,  141,14.1
19610620,   91,9.1
19610621,   97,9.7
19610622,   60,6
19610623,  133,13.3
19610624,  104,10.4
19610625,  151,15.1
19610626,    3,0.3
19610627,  122,12.2
19610628,  147,14.7
19610629,  147,14.7
19610630,  123,12.3
19610701,  107,10.7
19610702,   21,2.1
19610703,   34,3.4
19610704,   69,6.9
19610705,  133,13.3
19610706,  128,12.8
19610707,   74,7.4
19610708,    2,0.2
19610709,   70,7
19610710,   16,1.6
19610711,   89,8.9
19610712,   23,2.3
19610713,   50,5
19610714,   52,5.2
19610715,   41,4.1
19610716,    0,0
19610717,   35,3.5
19610718,   50,5
19610719,   80,8
19610720,  106,10.6
19610721,   28,2.8
19610722,   64,6.4
19610723,   60,6
19610724,   17,1.7
19610725,   95,9.5
19610726,   64,6.4
19610727,   13,1.3
19610728,   71,7.1
19610729,    9,0.9
19610730,  100,10
19610731,   99,9.9
19610801,   23,2.3
19610802,   84,8.4
19610803,   18,1.8
19610804,   17,1.7
19610805,   20,2
19610806,   26,2.6
19610807,   96,9.6
19610808,   44,4.4
19610809,   72,7.2
19610810,   47,4.7
19610811,   20,2
19610812,   83,8.3
19610813,   13,1.3
19610814,   17,1.7
19610815,   28,2.8
19610816,   38,3.8
19610817,   69,6.9
19610818,   49,4.9
19610819,   31,3.1
19610820,   64,6.4
19610821,   37,3.7
19610822,    9,0.9
19610823,   15,1.5
19610824,    2,0.2
19610825,   21,2.1
19610826,   49,4.9
19610827,  123,12.3
19610828,  101,10.1
19610829,  124,12.4
19610830,  126,12.6
19610831,  122,12.2
19610901,   63,6.3
19610902,   59,5.9
19610903,   20,2
19610904,    0,0
19610905,   16,1.6
19610906,   15,1.5
19610907,   74,7.4
19610908,   39,3.9
19610909,   89,8.9
19610910,   24,2.4
19610911,   92,9.2
19610912,    9,0.9
19610913,    4,0.4
19610914,   62,6.2
19610915,    0,0
19610916,   98,9.8
19610917,    0,0
19610918,  105,10.5
19610919,   59,5.9
19610920,    0,0
19610921,   41,4.1
19610922,   80,8
19610923,    0,0
19610924,   32,3.2
19610925,   61,6.1
19610926,   74,7.4
19610927,    6,0.6
19610928,   34,3.4
19610929,   82,8.2
19610930,   16,1.6
19611001,   61,6.1
19611002,   78,7.8
19611003,    1,0.1
19611004,   16,1.6
19611005,   77,7.7
19611006,   53,5.3
19611007,   41,4.1
19611008,   59,5.9
19611009,   15,1.5
19611010,   21,2.1
19611011,   57,5.7
19611012,   44,4.4
19611013,   75,7.5
19611014,   71,7.1
19611015,    0,0
19611016,   33,3.3
19611017,   22,2.2
19611018,   56,5.6
19611019,    4,0.4
19611020,    0,0
19611021,   27,2.7
19611022,   11,1.1
19611023,   73,7.3
19611024,    0,0
19611025,   60,6
19611026,   45,4.5
19611027,    6,0.6
19611028,   80,8
19611029,   39,3.9
19611030,   45,4.5
19611031,    2,0.2
19611101,   63,6.3
19611102,   30,3
19611103,   49,4.9
19611104,   85,8.5
19611105,    1,0.1
19611106,    0,0
19611107,   11,1.1
19611108,   22,2.2
19611109,   19,1.9
19611110,    0,0
19611111,    0,0
19611112,   29,2.9
19611113,    0,0
19611114,    0,0
19611115,    0,0
19611116,    4,0.4
19611117,    0,0
19611118,    0,0
19611119,    0,0
19611120,   26,2.6
19611121,   29,2.9
19611122,   15,1.5
19611123,   56,5.6
19611124,   42,4.2
19611125,   23,2.3
19611126,    0,0
19611127,    0,0
19611128,   50,5
19611129,    2,0.2
19611130,    0,0
19611201,    0,0
19611202,   61,6.1
19611203,    0,0
19611204,    0,0
19611205,   36,3.6
19611206,   38,3.8
19611207,   30,3
19611208,    0,0
19611209,    7,0.7
19611210,    0,0
19611211,    3,0.3
19611212,   18,1.8
19611213,    0,0
19611214,   48,4.8
19611215,    0,0
19611216,    0,0
19611217,   41,4.1
19611218,    0,0
19611219,    0,0
19611220,    0,0
19611221,    0,0
19611222,    0,0
19611223,   31,3.1
19611224,   55,5.5
19611225,   20,2
19611226,   34,3.4
19611227,   29,2.9
19611228,   11,1.1
19611229,    0,0
19611230,    0,0
19611231,    0,0
19620101,   40,4
19620102,   39,3.9
19620103,    0,0
19620104,    0,0
19620105,   11,1.1
19620106,    7,0.7
19620107,   18,1.8
19620108,    0,0
19620109,   24,2.4
19620110,   45,4.5
19620111,   11,1.1
19620112,   46,4.6
19620113,   64,6.4
19620114,   73,7.3
19620115,    5,0.5
19620116,    0,0
19620117,    0,0
19620118,   71,7.1
19620119,   34,3.4
19620120,    0,0
19620121,    6,0.6
19620122,   66,6.6
19620123,   25,2.5
19620124,    2,0.2
19620125,    0,0
19620126,    4,0.4
19620127,    0,0
19620128,   66,6.6
19620129,   14,1.4
19620130,    0,0
19620131,    0,0
19620201,   74,7.4
19620202,   27,2.7
19620203,    0,0
19620204,   12,1.2
19620205,   81,8.1
19620206,    0,0
19620207,   46,4.6
19620208,   43,4.3
19620209,   11,1.1
19620210,    2,0.2
19620211,   36,3.6
19620212,    0,0
19620213,   78,7.8
19620214,   63,6.3
19620215,    0,0
19620216,   12,1.2
19620217,   18,1.8
19620218,   17,1.7
19620219,    0,0
19620220,    0,0
19620221,    0,0
19620222,   41,4.1
19620223,   18,1.8
19620224,   59,5.9
19620225,   32,3.2
19620226,    0,0
19620227,    1,0.1
19620228,    0,0
19620301,    0,0
19620302,   10,1
19620303,   27,2.7
19620304,   23,2.3
19620305,    3,0.3
19620306,   45,4.5
19620307,   24,2.4
19620308,    2,0.2
19620309,   19,1.9
19620310,    0,0
19620311,    0,0
19620312,   30,3
19620313,   88,8.8
19620314,   60,6
19620315,   74,7.4
19620316,   94,9.4
19620317,   72,7.2
19620318,   16,1.6
19620319,   66,6.6
19620320,   44,4.4
19620321,    7,0.7
19620322,   27,2.7
19620323,    5,0.5
19620324,   89,8.9
19620325,   41,4.1
19620326,   57,5.7
19620327,   62,6.2
19620328,   24,2.4
19620329,   28,2.8
19620330,    0,0
19620331,   77,7.7
19620401,   88,8.8
19620402,    1,0.1
19620403,    9,0.9
19620404,   11,1.1
19620405,   22,2.2
19620406,  101,10.1
19620407,    1,0.1
19620408,   57,5.7
19620409,   95,9.5
19620410,   22,2.2
19620411,   10,1
19620412,   16,1.6
19620413,   97,9.7
19620414,  101,10.1
19620415,   13,1.3
19620416,    0,0
19620417,  107,10.7
19620418,    0,0
19620419,   23,2.3
19620420,   37,3.7
19620421,    6,0.6
19620422,  104,10.4
19620423,   56,5.6
19620424,   39,3.9
19620425,  127,12.7
19620426,  116,11.6
19620427,   33,3.3
19620428,   55,5.5
19620429,   70,7
19620430,   10,1
19620501,   93,9.3
19620502,   13,1.3
19620503,   27,2.7
19620504,   27,2.7
19620505,   26,2.6
19620506,    0,0
19620507,   40,4
19620508,   86,8.6
19620509,   88,8.8
19620510,   51,5.1
19620511,   35,3.5
19620512,    8,0.8
19620513,    8,0.8
19620514,   20,2
19620515,   91,9.1
19620516,   53,5.3
19620517,  125,12.5
19620518,   48,4.8
19620519,   10,1
19620520,   83,8.3
19620521,   23,2.3
19620522,   31,3.1
19620523,  132,13.2
19620524,   78,7.8
19620525,   41,4.1
19620526,    0,0
19620527,   14,1.4
19620528,   24,2.4
19620529,   42,4.2
19620530,  125,12.5
19620531,  137,13.7
19620601,  122,12.2
19620602,   54,5.4
19620603,  132,13.2
19620604,  149,14.9
19620605,  140,14
19620606,  130,13
19620607,  149,14.9
19620608,  151,15.1
19620609,   96,9.6
19620610,   98,9.8
19620611,   16,1.6
19620612,   18,1.8
19620613,   91,9.1
19620614,  143,14.3
19620615,  112,11.2
19620616,   98,9.8
19620617,   73,7.3
19620618,   42,4.2
19620619,   89,8.9
19620620,    1,0.1
19620621,   12,1.2
19620622,   89,8.9
19620623,   91,9.1
19620624,  141,14.1
19620625,  113,11.3
19620626,   43,4.3
19620627,   86,8.6
19620628,   53,5.3
19620629,   28,2.8
19620630,   45,4.5
19620701,    7,0.7
19620702,   90,9
19620703,   37,3.7
19620704,    8,0.8
19620705,    9,0.9
19620706,   24,2.4
19620707,   95,9.5
19620708,   77,7.7
19620709,   71,7.1
19620710,   28,2.8
19620711,   64,6.4
19620712,   43,4.3
19620713,   82,8.2
19620714,   35,3.5
19620715,    0,0
19620716,   18,1.8
19620717,   82,8.2
19620718,   51,5.1
19620719,    1,0.1
19620720,   80,8
19620721,   76,7.6
19620722,   86,8.6
19620723,  122,12.2
19620724,   66,6.6
19620725,   10,1
19620726,    0,0
19620727,   10,1
19620728,   22,2.2
19620729,   23,2.3
19620730,    3,0.3
19620731,   30,3
19620801,   64,6.4
19620802,   92,9.2
19620803,   18,1.8
19620804,  123,12.3
19620805,  105,10.5
19620806,    0,0
19620807,   18,1.8
19620808,   68,6.8
19620809,   51,5.1
19620810,   85,8.5
19620811,    2,0.2
19620812,    7,0.7
19620813,   26,2.6
19620814,    3,0.3
19620815,   37,3.7
19620816,   37,3.7
19620817,   87,8.7
19620818,  107,10.7
19620819,   72,7.2
19620820,   32,3.2
19620821,   57,5.7
19620822,   68,6.8
19620823,    3,0.3
19620824,   90,9
19620825,  102,10.2
19620826,   31,3.1
19620827,   92,9.2
19620828,   22,2.2
19620829,   75,7.5
19620830,   99,9.9
19620831,   63,6.3
19620901,   97,9.7
19620902,   59,5.9
19620903,   29,2.9
19620904,   45,4.5
19620905,   85,8.5
19620906,   46,4.6
19620907,   76,7.6
19620908,   35,3.5
19620909,  118,11.8
19620910,    8,0.8
19620911,    0,0
19620912,   41,4.1
19620913,  103,10.3
19620914,  109,10.9
19620915,   32,3.2
19620916,   93,9.3
19620917,   77,7.7
19620918,    9,0.9
19620919,   19,1.9
19620920,   41,4.1
19620921,   37,3.7
19620922,   60,6
19620923,   20,2
19620924,   14,1.4
19620925,   78,7.8
19620926,    2,0.2
19620927,   85,8.5
19620928,    2,0.2
19620929,   78,7.8
19620930,   22,2.2
19621001,    3,0.3
19621002,   37,3.7
19621003,   23,2.3
19621004,   94,9.4
19621005,   19,1.9
19621006,    1,0.1
19621007,   80,8
19621008,   83,8.3
19621009,   38,3.8
19621010,   52,5.2
19621011,    0,0
19621012,   18,1.8
19621013,    7,0.7
19621014,   31,3.1
19621015,   36,3.6
19621016,   41,4.1
19621017,   42,4.2
19621018,   73,7.3
19621019,    0,0
19621020,   10,1
19621021,   58,5.8
19621022,   70,7
19621023,    0,0
19621024,    0,0
19621025,    1,0.1
19621026,    0,0
19621027,   55,5.5
19621028,   68,6.8
19621029,   74,7.4
19621030,   55,5.5
19621031,   75,7.5
19621101,    1,0.1
19621102,   47,4.7
19621103,   13,1.3
19621104,   51,5.1
19621105,    0,0
19621106,    0,0
19621107,   18,1.8
19621108,    0,0
19621109,    0,0
19621110,    0,0
19621111,    0,0
19621112,   34,3.4
19621113,   45,4.5
19621114,    1,0.1
19621115,   71,7.1
19621116,    0,0
19621117,    0,0
19621118,    1,0.1
19621119,   38,3.8
19621120,    1,0.1
19621121,    0,0
19621122,    2,0.2
19621123,    0,0
19621124,    3,0.3
19621125,    6,0.6
19621126,    1,0.1
19621127,    0,0
19621128,    0,0
19621129,    0,0
19621130,    3,0.3
19621201,   31,3.1
19621202,   57,5.7
19621203,   40,4
19621204,    0,0
19621205,    0,0
19621206,    0,0
19621207,    0,0
19621208,    0,0
19621209,   60,6
19621210,   57,5.7
19621211,    0,0
19621212,    4,0.4
19621213,   38,3.8
19621214,    0,0
19621215,    0,0
19621216,   50,5
19621217,   36,3.6
19621218,   31,3.1
19621219,   56,5.6
19621220,    0,0
19621221,   63,6.3
19621222,   45,4.5
19621223,    2,0.2
19621224,   51,5.1
19621225,   20,2
19621226,    0,0
19621227,    0,0
19621228,    0,0
19621229,    0,0
19621230,    0,0
19621231,    0,0
19630101,    0,0
19630102,    0,0
19630103,    0,0
19630104,    7,0.7
19630105,    0,0
19630106,    0,0
19630107,    0,0
19630108,    3,0.3
19630109,   61,6.1
19630110,   43,4.3
19630111,   12,1.2
19630112,    9,0.9
19630113,    0,0
19630114,   20,2
19630115,    1,0.1
19630116,    0,0
19630117,   26,2.6
19630118,   57,5.7
19630119,   49,4.9
19630120,    0,0
19630121,   51,5.1
19630122,   20,2
19630123,    0,0
19630124,    0,0
19630125,    0,0
19630126,   23,2.3
19630127,    0,0
19630128,    0,0
19630129,    0,0
19630130,    0,0
19630131,    2,0.2
19630201,   51,5.1
19630202,   10,1
19630203,   15,1.5
19630204,    0,0
19630205,   35,3.5
19630206,    0,0
19630207,    0,0
19630208,   21,2.1
19630209,    0,0
19630210,    0,0
19630211,    0,0
19630212,    0,0
19630213,   41,4.1
19630214,    0,0
19630215,    0,0
19630216,    0,0
19630217,   42,4.2
19630218,   46,4.6
19630219,    2,0.2
19630220,    8,0.8
19630221,   62,6.2
19630222,    0,0
19630223,   22,2.2
19630224,   48,4.8
19630225,   67,6.7
19630226,   86,8.6
19630227,   75,7.5
19630228,   91,9.1
19630301,   89,8.9
19630302,   93,9.3
19630303,   87,8.7
19630304,   32,3.2
19630305,    0,0
19630306,   42,4.2
19630307,   49,4.9
19630308,   29,2.9
19630309,    0,0
19630310,   22,2.2
19630311,    4,0.4
19630312,   11,1.1
19630313,   14,1.4
19630314,   48,4.8
19630315,   63,6.3
19630316,   56,5.6
19630317,    2,0.2
19630318,    0,0
19630319,    7,0.7
19630320,    0,0
19630321,    0,0
19630322,    8,0.8
19630323,    6,0.6
19630324,   94,9.4
19630325,   60,6
19630326,   12,1.2
19630327,   42,4.2
19630328,   62,6.2
19630329,   18,1.8
19630330,    9,0.9
19630331,    0,0
19630401,   14,1.4
19630402,   47,4.7
19630403,   39,3.9
19630404,   18,1.8
19630405,   12,1.2
19630406,   78,7.8
19630407,   82,8.2
19630408,    0,0
19630409,    1,0.1
19630410,    0,0
19630411,    1,0.1
19630412,  115,11.5
19630413,   74,7.4
19630414,    6,0.6
19630415,    6,0.6
19630416,   35,3.5
19630417,   12,1.2
19630418,   56,5.6
19630419,   65,6.5
19630420,    0,0
19630421,   70,7
19630422,  102,10.2
19630423,   67,6.7
19630424,    2,0.2
19630425,   70,7
19630426,   92,9.2
19630427,   76,7.6
19630428,    8,0.8
19630429,    0,0
19630430,   84,8.4
19630501,    8,0.8
19630502,   68,6.8
19630503,   66,6.6
19630504,   72,7.2
19630505,   64,6.4
19630506,   94,9.4
19630507,   97,9.7
19630508,   24,2.4
19630509,  102,10.2
19630510,   17,1.7
19630511,   46,4.6
19630512,    0,0
19630513,   65,6.5
19630514,    7,0.7
19630515,   48,4.8
19630516,  112,11.2
19630517,  101,10.1
19630518,   65,6.5
19630519,   70,7
19630520,    0,0
19630521,  101,10.1
19630522,   50,5
19630523,    0,0
19630524,  100,10
19630525,   84,8.4
19630526,  137,13.7
19630527,  119,11.9
19630528,    0,0
19630529,   10,1
19630530,   93,9.3
19630531,  136,13.6
19630601,  138,13.8
19630602,  149,14.9
19630603,   77,7.7
19630604,   92,9.2
19630605,   32,3.2
19630606,  135,13.5
19630607,  104,10.4
19630608,  105,10.5
19630609,   80,8
19630610,  145,14.5
19630611,  119,11.9
19630612,  110,11
19630613,    0,0
19630614,    1,0.1
19630615,   75,7.5
19630616,    0,0
19630617,   46,4.6
19630618,   47,4.7
19630619,   17,1.7
19630620,   12,1.2
19630621,   22,2.2
19630622,   80,8
19630623,  104,10.4
19630624,   13,1.3
19630625,   27,2.7
19630626,   50,5
19630627,   95,9.5
19630628,   10,1
19630629,   13,1.3
19630630,   36,3.6
19630701,   42,4.2
19630702,   50,5
19630703,   45,4.5
19630704,   37,3.7
19630705,   40,4
19630706,    0,0
19630707,   75,7.5
19630708,   54,5.4
19630709,   64,6.4
19630710,   12,1.2
19630711,   35,3.5
19630712,   21,2.1
19630713,   42,4.2
19630714,   50,5
19630715,    6,0.6
19630716,   63,6.3
19630717,   36,3.6
19630718,    0,0
19630719,   18,1.8
19630720,   53,5.3
19630721,  122,12.2
19630722,  118,11.8
19630723,   93,9.3
19630724,   17,1.7
19630725,   86,8.6
19630726,  139,13.9
19630727,  138,13.8
19630728,  143,14.3
19630729,  116,11.6
19630730,  131,13.1
19630731,  116,11.6
19630801,  103,10.3
19630802,    8,0.8
19630803,    0,0
19630804,    0,0
19630805,   44,4.4
19630806,   22,2.2
19630807,   61,6.1
19630808,   37,3.7
19630809,   90,9
19630810,   26,2.6
19630811,   69,6.9
19630812,   29,2.9
19630813,   24,2.4
19630814,   27,2.7
19630815,   84,8.4
19630816,   16,1.6
19630817,   42,4.2
19630818,   67,6.7
19630819,   34,3.4
19630820,   36,3.6
19630821,   20,2
19630822,   40,4
19630823,   51,5.1
19630824,   74,7.4
19630825,    0,0
19630826,  115,11.5
19630827,   59,5.9
19630828,   67,6.7
19630829,   94,9.4
19630830,    2,0.2
19630831,   45,4.5
19630901,    3,0.3
19630902,   17,1.7
19630903,   58,5.8
19630904,    1,0.1
19630905,   89,8.9
19630906,   60,6
19630907,    0,0
19630908,   32,3.2
19630909,   72,7.2
19630910,   24,2.4
19630911,    0,0
19630912,   92,9.2
19630913,   85,8.5
19630914,   74,7.4
19630915,  105,10.5
19630916,   71,7.1
19630917,   58,5.8
19630918,    0,0
19630919,    9,0.9
19630920,   83,8.3
19630921,    0,0
19630922,    0,0
19630923,    0,0
19630924,    1,0.1
19630925,   73,7.3
19630926,   25,2.5
19630927,   97,9.7
19630928,   57,5.7
19630929,   19,1.9
19630930,    4,0.4
19631001,    0,0
19631002,   20,2
19631003,    1,0.1
19631004,   84,8.4
19631005,   33,3.3
19631006,    0,0
19631007,    7,0.7
19631008,    0,0
19631009,   88,8.8
19631010,   53,5.3
19631011,   28,2.8
19631012,   73,7.3
19631013,   31,3.1
19631014,   34,3.4
19631015,    0,0
19631016,    0,0
19631017,   29,2.9
19631018,   51,5.1
19631019,   72,7.2
19631020,    5,0.5
19631021,   34,3.4
19631022,   92,9.2
19631023,   23,2.3
19631024,    0,0
19631025,    0,0
19631026,   46,4.6
19631027,   49,4.9
19631028,    1,0.1
19631029,    0,0
19631030,    0,0
19631031,    0,0
19631101,   24,2.4
19631102,   47,4.7
19631103,   57,5.7
19631104,   47,4.7
19631105,    0,0
19631106,    0,0
19631107,    1,0.1
19631108,   49,4.9
19631109,    0,0
19631110,   21,2.1
19631111,    3,0.3
19631112,   45,4.5
19631113,   39,3.9
19631114,   38,3.8
19631115,    0,0
19631116,   48,4.8
19631117,    0,0
19631118,    0,0
19631119,    0,0
19631120,   37,3.7
19631121,    0,0
19631122,   64,6.4
19631123,   22,2.2
19631124,   16,1.6
19631125,    6,0.6
19631126,   21,2.1
19631127,    8,0.8
19631128,    0,0
19631129,    0,0
19631130,    0,0
19631201,    0,0
19631202,    0,0
19631203,    0,0
19631204,    0,0
19631205,    0,0
19631206,    0,0
19631207,    0,0
19631208,    0,0
19631209,    0,0
19631210,    0,0
19631211,    0,0
19631212,   21,2.1
19631213,    4,0.4
19631214,    2,0.2
19631215,   67,6.7
19631216,    0,0
19631217,    0,0
19631218,   54,5.4
19631219,   33,3.3
19631220,   44,4.4
19631221,   55,5.5
19631222,   59,5.9
19631223,   31,3.1
19631224,    0,0
19631225,    0,0
19631226,    0,0
19631227,    0,0
19631228,   32,3.2
19631229,    0,0
19631230,   37,3.7
19631231,    2,0.2
19640101,   44,4.4
19640102,    0,0
19640103,    0,0
19640104,    0,0
19640105,    0,0
19640106,   10,1
19640107,    0,0
19640108,    0,0
19640109,   12,1.2
19640110,    3,0.3
19640111,    0,0
19640112,    0,0
19640113,   21,2.1
19640114,    0,0
19640115,    0,0
19640116,   44,4.4
19640117,   65,6.5
19640118,   48,4.8
19640119,    0,0
19640120,    0,0
19640121,    0,0
19640122,    0,0
19640123,    0,0
19640124,    1,0.1
19640125,    3,0.3
19640126,    0,0
19640127,   28,2.8
19640128,   27,2.7
19640129,    0,0
19640130,   68,6.8
19640131,    0,0
19640201,   31,3.1
19640202,   26,2.6
19640203,   11,1.1
19640204,   62,6.2
19640205,   80,8
19640206,   67,6.7
19640207,   59,5.9
19640208,   28,2.8
19640209,    0,0
19640210,    0,0
19640211,   39,3.9
19640212,    0,0
19640213,    9,0.9
19640214,    0,0
19640215,    0,0
19640216,    0,0
19640217,    0,0
19640218,    0,0
19640219,    0,0
19640220,   57,5.7
19640221,   54,5.4
19640222,    0,0
19640223,    0,0
19640224,    1,0.1
19640225,    0,0
19640226,    4,0.4
19640227,   34,3.4
19640228,   30,3
19640229,    0,0
19640301,    0,0
19640302,    0,0
19640303,    0,0
19640304,    0,0
19640305,   17,1.7
19640306,    9,0.9
19640307,   53,5.3
19640308,   77,7.7
19640309,   99,9.9
19640310,   80,8
19640311,   82,8.2
19640312,    0,0
19640313,   65,6.5
19640314,    0,0
19640315,    0,0
19640316,   12,1.2
19640317,    0,0
19640318,   21,2.1
19640319,    0,0
19640320,   20,2
19640321,    3,0.3
19640322,    2,0.2
19640323,    0,0
19640324,    7,0.7
19640325,    7,0.7
19640326,  102,10.2
19640327,    0,0
19640328,    0,0
19640329,    0,0
19640330,   12,1.2
19640331,    0,0
19640401,    0,0
19640402,    0,0
19640403,    0,0
19640404,    0,0
19640405,   80,8
19640406,    8,0.8
19640407,   10,1
19640408,   99,9.9
19640409,   93,9.3
19640410,    1,0.1
19640411,   85,8.5
19640412,    0,0
19640413,   70,7
19640414,   94,9.4
19640415,   32,3.2
19640416,   24,2.4
19640417,   39,3.9
19640418,   58,5.8
19640419,    0,0
19640420,   25,2.5
19640421,   31,3.1
19640422,   49,4.9
19640423,   46,4.6
19640424,   47,4.7
19640425,    1,0.1
19640426,   29,2.9
19640427,   96,9.6
19640428,   42,4.2
19640429,  101,10.1
19640430,  101,10.1
19640501,   76,7.6
19640502,    3,0.3
19640503,   74,7.4
19640504,   63,6.3
19640505,  116,11.6
19640506,   16,1.6
19640507,    5,0.5
19640508,   74,7.4
19640509,   71,7.1
19640510,  111,11.1
19640511,   69,6.9
19640512,  124,12.4
19640513,   18,1.8
19640514,  141,14.1
19640515,  131,13.1
19640516,  119,11.9
19640517,  125,12.5
19640518,   82,8.2
19640519,   36,3.6
19640520,   84,8.4
19640521,    7,0.7
19640522,    0,0
19640523,   66,6.6
19640524,   12,1.2
19640525,   36,3.6
19640526,   45,4.5
19640527,   46,4.6
19640528,   80,8
19640529,   47,4.7
19640530,   53,5.3
19640531,   48,4.8
19640601,    0,0
19640602,    0,0
19640603,   23,2.3
19640604,    2,0.2
19640605,   57,5.7
19640606,   11,1.1
19640607,   53,5.3
19640608,  102,10.2
19640609,  108,10.8
19640610,   91,9.1
19640611,   66,6.6
19640612,   95,9.5
19640613,   14,1.4
19640614,   32,3.2
19640615,   93,9.3
19640616,  131,13.1
19640617,    8,0.8
19640618,    0,0
19640619,   37,3.7
19640620,   99,9.9
19640621,   23,2.3
19640622,   56,5.6
19640623,    5,0.5
19640624,   51,5.1
19640625,   60,6
19640626,  133,13.3
19640627,  114,11.4
19640628,   11,1.1
19640629,  107,10.7
19640630,   59,5.9
19640701,  134,13.4
19640702,  140,14
19640703,   33,3.3
19640704,   54,5.4
19640705,   52,5.2
19640706,   89,8.9
19640707,   66,6.6
19640708,   53,5.3
19640709,   89,8.9
19640710,   82,8.2
19640711,   14,1.4
19640712,   22,2.2
19640713,  145,14.5
19640714,   60,6
19640715,   83,8.3
19640716,  122,12.2
19640717,   73,7.3
19640718,   44,4.4
19640719,   46,4.6
19640720,   63,6.3
19640721,   10,1
19640722,   33,3.3
19640723,   71,7.1
19640724,   95,9.5
19640725,  129,12.9
19640726,  101,10.1
19640727,   73,7.3
19640728,   74,7.4
19640729,   18,1.8
19640730,   83,8.3
19640731,   46,4.6
19640801,   54,5.4
